,timestamp,cartservice.csv
0,2023-08-23 06:27:13,0
1,2023-08-23 06:27:18,0
2,2023-08-23 06:27:23,0
3,2023-08-23 06:27:28,0
4,2023-08-23 06:27:33,0
5,2023-08-23 06:27:38,0
6,2023-08-23 06:27:43,0
7,2023-08-23 06:27:48,0
8,2023-08-23 06:27:53,0
9,2023-08-23 06:27:58,0
10,2023-08-23 06:28:03,0
11,2023-08-23 06:28:08,0
12,2023-08-23 06:28:13,0
13,2023-08-23 06:28:18,0
14,2023-08-23 06:28:23,0
15,2023-08-23 06:28:28,0
16,2023-08-23 06:28:33,0
17,2023-08-23 06:28:38,0
18,2023-08-23 06:28:43,0
19,2023-08-23 06:28:48,0
20,2023-08-23 06:28:53,0
21,2023-08-23 06:28:58,0
22,2023-08-23 06:29:03,0
23,2023-08-23 06:29:08,0
24,2023-08-23 06:29:13,0
25,2023-08-23 06:29:18,0
26,2023-08-23 06:29:23,0
27,2023-08-23 06:29:28,0
28,2023-08-23 06:29:33,0
29,2023-08-23 06:29:38,0
30,2023-08-23 06:29:43,0
31,2023-08-23 06:29:48,0
32,2023-08-23 06:29:53,0
33,2023-08-23 06:29:58,0
34,2023-08-23 06:30:03,0
35,2023-08-23 06:30:08,0
36,2023-08-23 06:30:13,0
37,2023-08-23 06:30:18,0
38,2023-08-23 06:30:23,0
39,2023-08-23 06:30:28,0
40,2023-08-23 06:30:33,0
41,2023-08-23 06:30:38,0
42,2023-08-23 06:30:43,0
43,2023-08-23 06:30:48,0
44,2023-08-23 06:30:53,0
45,2023-08-23 06:30:58,0
46,2023-08-23 06:31:03,0
47,2023-08-23 06:31:08,0
48,2023-08-23 06:31:13,0
49,2023-08-23 06:31:18,0
50,2023-08-23 06:31:23,0
51,2023-08-23 06:31:28,0
52,2023-08-23 06:31:33,0
53,2023-08-23 06:31:38,0
54,2023-08-23 06:31:43,0
55,2023-08-23 06:31:48,0
56,2023-08-23 06:31:53,0
57,2023-08-23 06:31:58,0
58,2023-08-23 06:32:03,0
59,2023-08-23 06:32:08,0
60,2023-08-23 06:32:13,0
61,2023-08-23 06:32:18,0
62,2023-08-23 06:32:23,0
63,2023-08-23 06:32:28,0
64,2023-08-23 06:32:33,0
65,2023-08-23 06:32:38,0
66,2023-08-23 06:32:43,0
67,2023-08-23 06:32:48,0
68,2023-08-23 06:32:53,0
69,2023-08-23 06:32:58,0
70,2023-08-23 06:33:03,0
71,2023-08-23 06:33:08,0
72,2023-08-23 06:33:13,0
73,2023-08-23 06:33:18,0
74,2023-08-23 06:33:23,0
75,2023-08-23 06:33:28,0
76,2023-08-23 06:33:33,0
77,2023-08-23 06:33:38,0
78,2023-08-23 06:33:43,0
79,2023-08-23 06:33:48,0
80,2023-08-23 06:33:53,0
81,2023-08-23 06:33:58,1
82,2023-08-23 06:34:03,0
83,2023-08-23 06:34:08,0
84,2023-08-23 06:34:13,0
85,2023-08-23 06:34:18,0
86,2023-08-23 06:34:23,0
87,2023-08-23 06:34:28,0
88,2023-08-23 06:34:33,0
89,2023-08-23 06:34:38,0
90,2023-08-23 06:34:43,0
91,2023-08-23 06:34:48,0
92,2023-08-23 06:34:53,0
93,2023-08-23 06:34:58,0
94,2023-08-23 06:35:03,0
95,2023-08-23 06:35:08,0
96,2023-08-23 06:35:13,0
97,2023-08-23 06:35:18,0
98,2023-08-23 06:35:23,0
99,2023-08-23 06:35:28,0
100,2023-08-23 06:35:33,0
101,2023-08-23 06:35:38,0
102,2023-08-23 06:35:43,0
103,2023-08-23 06:35:48,0
104,2023-08-23 06:35:53,0
105,2023-08-23 06:35:58,0
106,2023-08-23 06:36:03,0
107,2023-08-23 06:36:08,0
108,2023-08-23 06:36:13,0
109,2023-08-23 06:36:18,0
110,2023-08-23 06:36:23,0
111,2023-08-23 06:36:28,0
112,2023-08-23 06:36:33,0
113,2023-08-23 06:36:38,0
114,2023-08-23 06:36:43,0
115,2023-08-23 06:36:48,0
116,2023-08-23 06:36:53,0
117,2023-08-23 06:36:58,0
118,2023-08-23 06:37:03,0
119,2023-08-23 06:37:08,0
120,2023-08-23 06:37:13,0
