"@timestamp","process.args","kubernetes.labels.app","kubernetes.pod.name"
"2023-08-23 05:08:05","runc, --version",paymentservice,"paymentservice-78549bfd9c-h8tg5"
"2023-08-23 05:08:04","runc, --version",paymentservice,"paymentservice-78549bfd9c-h8tg5"
"2023-08-23 05:07:19","runc, --version",checkoutservice,"checkoutservice-6d6f4d7cc7-jkzgt"
"2023-08-23 05:07:04","runc, --version",frontend,"frontend-846c85c54c-9rg78"
"2023-08-23 05:06:05","runc, --version",recommendationservice,"recommendationservice-cc746f6c7-9r7zm"
"2023-08-23 05:06:05","runc, --version",recommendationservice,"recommendationservice-cc746f6c7-9r7zm"
"2023-08-23 05:03:35","runc, --version",productcatalogservice,"productcatalogservice-6b5dd45849-52szd"
"2023-08-23 05:03:34","runc, --version",frontend,"frontend-846c85c54c-9rg78"
"2023-08-23 05:03:14","runc, --version",shippingservice,"shippingservice-7ccdfd8767-zlxq5"
"2023-08-23 05:00:20","runc, --version",paymentservice,"paymentservice-78549bfd9c-h8tg5"
"2023-08-23 05:00:06","runc, --version",shippingservice,"shippingservice-7ccdfd8767-zlxq5"
"2023-08-23 05:00:05","runc, --version",paymentservice,"paymentservice-78549bfd9c-h8tg5"
"2023-08-23 04:58:35","runc, --version",checkoutservice,"checkoutservice-6d6f4d7cc7-jkzgt"
"2023-08-23 04:57:59","runc, --version",emailservice,"emailservice-9f8578d69-r6rx8"
"2023-08-23 04:57:58","runc, --version",adservice,"adservice-76b448fddf-qfsdp"
"2023-08-23 04:55:53","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 17e0d9c4f9eed360e47adcf2c141c61531de22769d5bfab63459c2208b96d91f, -address, /var/run/desktop-containerd/containerd.sock",loadgenerator,"loadgenerator-7f8f5d8fb6-5mm4r"
"2023-08-23 04:55:50","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, cae7528f5f8d88484789bf75ef30269ca7f40b83f7b2616c0862570c18c14c29, -address, /var/run/desktop-containerd/containerd.sock",adservice,"adservice-76b448fddf-qfsdp"
