,timestamp,adservice-76b448fddf-h9ghr_cpu,adservice-76b448fddf-h9ghr_memory,cartservice-6969c94d94-4wphs_cpu,cartservice-6969c94d94-4wphs_memory,checkoutservice-6d6f4d7cc7-jkzgt_cpu,checkoutservice-6d6f4d7cc7-jkzgt_memory,currencyservice-ccbc788bc-dzj7f_cpu,currencyservice-ccbc788bc-dzj7f_memory,emailservice-9f8578d69-r6rx8_cpu,emailservice-9f8578d69-r6rx8_memory,frontend-846c85c54c-2dpvf_cpu,frontend-846c85c54c-2dpvf_memory,loadgenerator-7f8f5d8fb6-5mm4r_cpu,loadgenerator-7f8f5d8fb6-5mm4r_memory,paymentservice-78549bfd9c-4gfpc_cpu,paymentservice-78549bfd9c-4gfpc_memory,paymentservice-78549bfd9c-5xnvd_cpu,paymentservice-78549bfd9c-5xnvd_memory,paymentservice-78549bfd9c-9l6jt_cpu,paymentservice-78549bfd9c-9l6jt_memory,paymentservice-78549bfd9c-fsvsw_cpu,paymentservice-78549bfd9c-fsvsw_memory,paymentservice-78549bfd9c-gcpdm_cpu,paymentservice-78549bfd9c-gcpdm_memory,paymentservice-78549bfd9c-nbg4x_cpu,paymentservice-78549bfd9c-nbg4x_memory,productcatalogservice-6b5dd45849-52szd_cpu,productcatalogservice-6b5dd45849-52szd_memory,recommendationservice-cc746f6c7-5zvng_cpu,recommendationservice-cc746f6c7-5zvng_memory,redis-cart-6997b66668-xkfsv_cpu,redis-cart-6997b66668-xkfsv_memory,shippingservice-7ccdfd8767-zlxq5_cpu,shippingservice-7ccdfd8767-zlxq5_memory
0,2023-08-22 05:01:57,7.9039416479508,149.942272,20.299270072991767,86.720512,9.673221792737637,67.469312,29.549749388644695,92.073984,6.992769919502178,137.23648,68.34001747064005,64.704512,17.37006630881096,95.408128,6.285287627894447,0.0,4.275332398533362,0.0,4.493764409025758,79.773696,3.7571008356985214,0.0,3.5361677645444334,65.400832,53.112292801527836,0.0,35.05778161788632,60.956672,17.55324871562327,97.81248,8.537365838088517,49.102848,6.0565194929716215,0.0
1,2023-08-22 05:02:02,7.9039416479508,149.942272,20.299270072991767,86.720512,9.673221792737637,67.469312,29.96698860553389,92.073984,6.992769919502178,137.23648,73.54279419066545,64.704512,17.941106457002192,95.408128,7.641834285329633,0.0,5.114867479246835,0.0,4.319835638691828,79.773696,4.595926653001161,0.0,4.276230500416609,65.400832,66.05951624798003,0.0,35.05778161788632,60.956672,17.55324871562327,97.81248,8.537365838088517,49.102848,7.005148123713516,0.0
2,2023-08-22 05:02:07,8.107685393258933,149.942272,22.447835242887926,86.720512,8.349069408549166,67.579904,29.96698860553389,92.073984,6.992769919502178,137.23648,73.41737540398036,64.749568,17.941106457002192,95.408128,8.99838094276482,64.479232,5.954402559960309,0.0,4.319835638691827,79.773696,5.4347524703038,64.602112,5.016293236288786,65.400832,79.00673969443218,0.0,28.38710814435937,60.678144,13.41112084995407,97.81248,9.064436108422857,49.102848,8.011425913117732,48.365568
3,2023-08-22 05:02:12,8.72158726878249,149.962752,22.447835242887926,86.720512,6.190356207968198,67.579904,22.057774999996127,92.073984,7.113656812339458,137.23648,73.41737540398036,64.749568,17.941106457002192,95.408128,7.053499999999993,64.479232,4.625166666666665,64.393216,4.465802592223307,79.89248,4.255866666666671,64.602112,4.0265333333333375,66.527232,70.48746666666665,22.044672,33.89797770941897,60.678144,10.226505369244006,97.81248,9.749479513211394,49.389568,9.006473410182519,48.365568
4,2023-08-22 05:02:17,8.72158726878249,149.962752,18.4996946461302,86.85568,7.477743165739892,67.579904,33.81044020589538,87.601152,7.169608672873184,137.273344,73.41737540398036,64.749568,16.86938850537175,95.37536,7.053499999999993,64.479232,4.625166666666665,64.393216,4.487655309704083,79.89248,4.255866666666671,64.602112,4.0265333333333375,66.527232,70.48746666666665,22.044672,33.89797770941897,60.678144,15.60431090497776,97.837056,9.749479513211394,49.389568,10.00152090724731,48.365568
5,2023-08-22 05:02:22,7.539123766713325,149.942272,14.92350716110349,86.85568,7.477743165739892,67.579904,33.81044020589538,87.601152,7.169608672873184,137.273344,62.22012537447958,64.749568,16.86938850537175,95.37536,7.053499999999993,59.55584,4.625166666666665,64.393216,5.1735601355165635,80.203776,4.255866666666671,59.097088,4.0265333333333375,66.527232,70.48746666666665,65.486848,35.22471061902693,60.837888,15.60431090497776,97.837056,9.749479513211394,49.389568,12.03245614035088,48.365568
6,2023-08-22 05:02:27,8.939142461964696,149.942272,14.92350716110349,86.85568,7.848975606161117,67.407872,33.81044020589538,87.601152,7.733254665714207,137.273344,56.13076945572175,64.749568,17.079694447609608,95.37536,8.907492316716663,59.55584,5.387044752414142,58.59328,4.699201304306918,80.203776,5.531720734783986,59.097088,4.930741984021963,66.527232,70.48746666666665,65.486848,34.75678730311526,60.837888,17.68460301472069,97.837056,8.524321393033725,49.37728,12.03245614035088,49.844224
7,2023-08-22 05:02:32,8.939142461964696,149.942272,18.83598433205735,86.974464,7.1954425484098845,67.407872,35.68783162886584,87.601152,7.733254665714207,137.273344,84.4269784502519,64.487424,21.891209607775362,95.15008,7.550945659281477,59.55584,4.54750967170067,58.59328,5.45541238431235,80.203776,4.692894917481347,59.097088,4.190679248149785,66.527232,70.48746666666665,65.486848,34.75678730311526,60.837888,18.70784158806941,97.837056,10.005267778752001,49.37728,12.03245614035088,49.844224
8,2023-08-22 05:02:37,7.495321968649698,149.942272,18.83598433205735,86.974464,10.931272255727318,67.52256,36.71214281640305,86.966272,8.723354355537989,137.314304,84.4269784502519,64.487424,21.891209607775362,95.15008,6.194399001846291,59.55584,3.707974590987197,58.59328,4.5888201270643325,80.203776,3.854069100178706,59.097088,3.4506165122776102,66.527232,69.16406765094754,65.486848,28.344642778847476,60.837888,18.70784158806941,97.837056,10.005267778752001,49.37728,8.203208689248894,50.470912
9,2023-08-22 05:02:42,12.726272261847058,149.962752,18.83598433205735,86.974464,10.931272255727318,67.52256,36.920508908488685,86.966272,8.723354355537989,137.314304,88.2877821393518,64.487424,23.975817494024128,95.186944,,59.55584,,58.59328,8.046381198255094,79.48288,,59.097088,,66.527232,56.21684420449537,65.486848,42.54771000290418,61.0304,19.531000971817765,97.837056,10.617543610330847,49.381376,9.786696121747664,50.470912
