,timestamp,ratings.csv
0,2023-06-30 08:54:23,0
1,2023-06-30 08:54:28,0
2,2023-06-30 08:54:33,0
3,2023-06-30 08:54:38,0
4,2023-06-30 08:54:43,0
5,2023-06-30 08:54:48,0
6,2023-06-30 08:54:53,0
7,2023-06-30 08:54:58,0
8,2023-06-30 08:55:03,0
9,2023-06-30 08:55:08,0
10,2023-06-30 08:55:13,0
11,2023-06-30 08:55:18,0
12,2023-06-30 08:55:23,0
13,2023-06-30 08:55:28,0
14,2023-06-30 08:55:33,0
15,2023-06-30 08:55:38,0
16,2023-06-30 08:55:43,0
17,2023-06-30 08:55:48,0
18,2023-06-30 08:55:53,0
19,2023-06-30 08:55:58,0
20,2023-06-30 08:56:03,0
21,2023-06-30 08:56:08,0
22,2023-06-30 08:56:13,0
23,2023-06-30 08:56:18,0
24,2023-06-30 08:56:23,0
25,2023-06-30 08:56:28,0
26,2023-06-30 08:56:33,0
27,2023-06-30 08:56:38,0
28,2023-06-30 08:56:43,0
29,2023-06-30 08:56:48,0
30,2023-06-30 08:56:53,0
31,2023-06-30 08:56:58,0
32,2023-06-30 08:57:03,0
33,2023-06-30 08:57:08,0
34,2023-06-30 08:57:13,0
35,2023-06-30 08:57:18,0
36,2023-06-30 08:57:23,0
37,2023-06-30 08:57:28,0
38,2023-06-30 08:57:33,0
39,2023-06-30 08:57:38,0
40,2023-06-30 08:57:43,0
41,2023-06-30 08:57:48,0
42,2023-06-30 08:57:53,0
43,2023-06-30 08:57:58,0
44,2023-06-30 08:58:03,0
45,2023-06-30 08:58:08,0
46,2023-06-30 08:58:13,0
47,2023-06-30 08:58:18,0
48,2023-06-30 08:58:23,0
49,2023-06-30 08:58:28,0
50,2023-06-30 08:58:33,0
51,2023-06-30 08:58:38,0
52,2023-06-30 08:58:43,0
53,2023-06-30 08:58:48,0
54,2023-06-30 08:58:53,0
55,2023-06-30 08:58:58,0
56,2023-06-30 08:59:03,0
57,2023-06-30 08:59:08,0
58,2023-06-30 08:59:13,0
59,2023-06-30 08:59:18,0
60,2023-06-30 08:59:23,0
61,2023-06-30 08:59:28,0
62,2023-06-30 08:59:33,0
63,2023-06-30 08:59:38,0
64,2023-06-30 08:59:43,0
65,2023-06-30 08:59:48,0
66,2023-06-30 08:59:53,0
67,2023-06-30 08:59:58,0
68,2023-06-30 09:00:03,0
69,2023-06-30 09:00:08,0
70,2023-06-30 09:00:13,0
71,2023-06-30 09:00:18,0
72,2023-06-30 09:00:23,0
73,2023-06-30 09:00:28,0
74,2023-06-30 09:00:33,0
75,2023-06-30 09:00:38,0
76,2023-06-30 09:00:43,0
77,2023-06-30 09:00:48,0
78,2023-06-30 09:00:53,0
79,2023-06-30 09:00:58,0
80,2023-06-30 09:01:03,0
81,2023-06-30 09:01:08,0
82,2023-06-30 09:01:13,0
83,2023-06-30 09:01:18,0
84,2023-06-30 09:01:23,0
85,2023-06-30 09:01:28,0
86,2023-06-30 09:01:33,0
87,2023-06-30 09:01:38,0
88,2023-06-30 09:01:43,0
89,2023-06-30 09:01:48,0
90,2023-06-30 09:01:53,0
91,2023-06-30 09:01:58,0
92,2023-06-30 09:02:03,0
93,2023-06-30 09:02:08,0
94,2023-06-30 09:02:13,0
95,2023-06-30 09:02:18,0
96,2023-06-30 09:02:23,0
97,2023-06-30 09:02:28,0
98,2023-06-30 09:02:33,0
99,2023-06-30 09:02:38,0
100,2023-06-30 09:02:43,0
101,2023-06-30 09:02:48,0
102,2023-06-30 09:02:53,0
103,2023-06-30 09:02:58,0
104,2023-06-30 09:03:03,0
105,2023-06-30 09:03:08,0
106,2023-06-30 09:03:13,0
107,2023-06-30 09:03:18,0
108,2023-06-30 09:03:23,0
109,2023-06-30 09:03:28,0
110,2023-06-30 09:03:33,0
